SAU,SAU.Desc,TA,Region,Water
535340,Stanley Park,South Waikato District,Waikato,0
535350,Tokoroa Central,South Waikato District,Waikato,0
535360,Aotea,South Waikato District,Waikato,0
535370,Strathmore,South Waikato District,Waikato,0
535380,Amisfield,South Waikato District,Waikato,0
535500,Matamata,Matamata-Piako District,Waikato,0
535600,Putaruru,South Waikato District,Waikato,0
535700,Athenree,Western Bay Of Plenty District,Bay of Plenty,0
535800,Katikati Community,Western Bay Of Plenty District,Bay of Plenty,0
535900,Maketu Community,Western Bay Of Plenty District,Bay of Plenty,0
536000,Omokoroa Community,Western Bay Of Plenty District,Bay of Plenty,0
536200,Papamoa Beach East,Tauranga District,Bay of Plenty,0
536400,Island View-Pios Beach,Western Bay Of Plenty District,Bay of Plenty,0
536503,Te Puna,Western Bay Of Plenty District,Bay of Plenty,0
536505,Matapihi,Tauranga District,Bay of Plenty,0
536506,Inlet-Tauranga Harbour Omokoroa,Western Bay Of Plenty District,Bay of Plenty,0
536508,Inlet-Tauranga Harbour,Tauranga District,Bay of Plenty,0
536509,Waikareao Estuary,Tauranga District,Bay of Plenty,0
536510,Motuopae Island,Tauranga District,Bay of Plenty,0
536511,Papamoa Beach West,Tauranga District,Bay of Plenty,0
536512,Kairua,Tauranga District,Bay of Plenty,0
536513,Bethlehem East,Tauranga District,Bay of Plenty,0
536514,Bethlehem,Tauranga District,Bay of Plenty,0
536611,Matakana Island,Western Bay Of Plenty District,Bay of Plenty,0
536613,Inlet-Tauranga Harbour North,Western Bay Of Plenty District,Bay of Plenty,0
536614,Tahawai,Western Bay Of Plenty District,Bay of Plenty,0
536615,Aongatete,Western Bay Of Plenty District,Bay of Plenty,0
536620,Minden,Western Bay Of Plenty District,Bay of Plenty,0
536630,Kaimai,Western Bay Of Plenty District,Bay of Plenty,0
536641,Ohauiti-Ngapeke,Western Bay Of Plenty District,Bay of Plenty,0
536642,Upper Papamoa,Western Bay Of Plenty District,Bay of Plenty,0
536651,Paengaroa,Western Bay Of Plenty District,Bay of Plenty,0
536653,Rangiuru,Western Bay Of Plenty District,Bay of Plenty,0
536654,Pongakawa,Western Bay Of Plenty District,Bay of Plenty,0
536810,Mt Maunganui North,Tauranga District,Bay of Plenty,0
536820,Omanu,Tauranga District,Bay of Plenty,0
536831,Arataki,Tauranga District,Bay of Plenty,0
536832,Te Maunga,Tauranga District,Bay of Plenty,0
537000,Matua,Tauranga District,Bay of Plenty,0
537100,Bellevue,Tauranga District,Bay of Plenty,0
537201,Otumoetai North,Tauranga District,Bay of Plenty,0
537202,Otumoetai South,Tauranga District,Bay of Plenty,0
537301,Brookfield,Tauranga District,Bay of Plenty,0
537302,Te Reti,Tauranga District,Bay of Plenty,0
537400,Judea,Tauranga District,Bay of Plenty,0
537500,Gate Pa,Tauranga District,Bay of Plenty,0
537601,Greerton,Tauranga District,Bay of Plenty,0
537602,Pyes Pa,Tauranga District,Bay of Plenty,0
537700,Yatton Park,Tauranga District,Bay of Plenty,0
537800,Poike,Tauranga District,Bay of Plenty,0
537900,Hairini,Tauranga District,Bay of Plenty,0
538000,Maungatapu,Tauranga District,Bay of Plenty,0
538101,Tauranga Hospital,Tauranga District,Bay of Plenty,0
538102,Tauranga South,Tauranga District,Bay of Plenty,0
538201,Tauranga Central,Tauranga District,Bay of Plenty,0
538202,Sulphur Point,Tauranga District,Bay of Plenty,0
538300,Welcome Bay,Tauranga District,Bay of Plenty,0
538501,Te Puke West,Western Bay Of Plenty District,Bay of Plenty,0
538502,Te Puke East,Western Bay Of Plenty District,Bay of Plenty,0
538601,Ngongotaha North,Rotorua District,Bay of Plenty,0
538602,Ngongotaha South,Rotorua District,Bay of Plenty,0
538721,Poets Corner,Rotorua District,Bay of Plenty,0
538722,Ngapuna,Rotorua District,Bay of Plenty,0
538731,Owhata South,Rotorua District,Bay of Plenty,0
538732,Lynmore,Rotorua District,Bay of Plenty,0
538741,Owhata West,Rotorua District,Bay of Plenty,0
538742,Owhata East,Rotorua District,Bay of Plenty,0
538811,Hamurana,Rotorua District,Bay of Plenty,0
538812,Inland Water-Lake Rotorua,Rotorua District,Bay of Plenty,0
538820,Tikitere,Rotorua District,Bay of Plenty,0
538831,Kaingaroa Forest,Rotorua District,Bay of Plenty,0
538832,Tarawera,Rotorua District,Bay of Plenty,0
538841,Golden Springs,Rotorua District,Bay of Plenty,0
538842,Reporoa,Rotorua District,Bay of Plenty,0
538850,Ngakuru,Rotorua District,Bay of Plenty,0
538861,Arahiwi,Rotorua District,Bay of Plenty,0
538863,Waiwhero,Rotorua District,Bay of Plenty,0
538864,Mamaku,Rotorua District,Bay of Plenty,0
539000,Selwyn Heights,Rotorua District,Bay of Plenty,0
539100,Western Heights,Rotorua District,Bay of Plenty,0
539200,Fairy Springs,Rotorua District,Bay of Plenty,0
539310,Pukehangi North,Rotorua District,Bay of Plenty,0
539320,Pukehangi South,Rotorua District,Bay of Plenty,0
539400,Mangakakahi,Rotorua District,Bay of Plenty,0
539500,Sunnybrook,Rotorua District,Bay of Plenty,0
539600,Fordlands,Rotorua District,Bay of Plenty,0
539700,Utuhina,Rotorua District,Bay of Plenty,0
539800,Pomare,Rotorua District,Bay of Plenty,0
539900,Hillcrest,Rotorua District,Bay of Plenty,0
540000,Springfield,Rotorua District,Bay of Plenty,0
540100,Kawaha Point,Rotorua District,Bay of Plenty,0
540200,Koutu,Rotorua District,Bay of Plenty,0
540300,Ohinemutu,Rotorua District,Bay of Plenty,0
540410,Kuirau,Rotorua District,Bay of Plenty,0
540420,Victoria,Rotorua District,Bay of Plenty,0
540510,Glenholme East,Rotorua District,Bay of Plenty,0
540520,Glenholme West,Rotorua District,Bay of Plenty,0
540600,Fenton,Rotorua District,Bay of Plenty,0
540700,Whaka,Rotorua District,Bay of Plenty,0
540900,Mangakino,Taupo District,Waikato,0
541000,Turangi,Taupo District,Waikato,0
541311,Acacia Bay,Taupo District,Waikato,0
541312,Wairakei-Aratiatia,Taupo District,Waikato,0
541313,Maunganamu,Taupo District,Waikato,0
541315,Taupo East,Taupo District,Waikato,0
541316,Wharewaka,Taupo District,Waikato,0
541317,Rangatira Park,Taupo District,Waikato,0
541318,Rangatira,Taupo District,Waikato,0
541319,Lakewood,Taupo District,Waikato,0
541320,Marotiri,Taupo District,Waikato,0
541331,Oruanui,Taupo District,Waikato,0
541342,Rangitaiki,Taupo District,Waikato,0
541343,Iwitahi,Taupo District,Waikato,0
541501,Rangipo,Taupo District,Waikato,0
541502,Te More,Taupo District,Waikato,0
541503,Taharua,Taupo District,Waikato,0
541710,Nukuhau,Taupo District,Waikato,0
541720,Central Taupo,Taupo District,Waikato,0
541730,Tauhara,Taupo District,Waikato,0
541740,Hilltop,Taupo District,Waikato,0
541750,Waipahihi,Taupo District,Waikato,0
541760,Richmond Heights,Taupo District,Waikato,0
541900,Ohope,Whakatane District,Bay of Plenty,0
542000,Matata,Whakatane District,Bay of Plenty,0
542100,Taneatua Community,Whakatane District,Bay of Plenty,0
542200,Edgecumbe Community,Whakatane District,Bay of Plenty,0
542300,Te Teko,Whakatane District,Bay of Plenty,0
542410,Whakatane North,Whakatane District,Bay of Plenty,0
542421,Coastlands,Whakatane District,Bay of Plenty,0
542422,Whakatane West,Whakatane District,Bay of Plenty,0
542430,Trident,Whakatane District,Bay of Plenty,0
542440,Allandale-Mokorua,Whakatane District,Bay of Plenty,0
542511,Orini,Whakatane District,Bay of Plenty,0
542513,Port Ohope,Whakatane District,Bay of Plenty,0
542514,Maraetotara,Whakatane District,Bay of Plenty,0
542520,Poroporo,Whakatane District,Bay of Plenty,0
542530,Otakiri,Whakatane District,Bay of Plenty,0
542540,Rotoma,Whakatane District,Bay of Plenty,0
542550,Matahina-Minginui,Whakatane District,Bay of Plenty,0
542561,Waimana,Whakatane District,Bay of Plenty,0
542562,Urewera,Whakatane District,Bay of Plenty,0
542600,Kawerau,Kawerau District,Bay of Plenty,0
542700,Murupara,Whakatane District,Bay of Plenty,0
542800,Opotiki,Opotiki District,Bay of Plenty,0
542901,Te Kaha,Opotiki District,Bay of Plenty,0
542903,Cape Runaway,Opotiki District,Bay of Plenty,0
542904,Oponae,Opotiki District,Bay of Plenty,0
542905,Ohiwa Harbour,Opotiki District,Bay of Plenty,0
542906,Waiotahi,Opotiki District,Bay of Plenty,0
543301,East Cape,Gisborne District,Gisborne,0
543302,Ruatoria,Gisborne District,Gisborne,0
543303,Tokomaru Bay,Gisborne District,Gisborne,0
543601,Tarndale-Rakauroa,Gisborne District,Gisborne,0
543602,Te Karaka,Gisborne District,Gisborne,0
543800,Patutahi,Gisborne District,Gisborne,0
543901,Makaraka,Gisborne District,Gisborne,0
543902,Matokitoki,Gisborne District,Gisborne,0
543903,Wainui,Gisborne District,Gisborne,0
544001,Wharekaka,Gisborne District,Gisborne,0
544002,Tiniroto,Gisborne District,Gisborne,0
544003,Manutuke,Gisborne District,Gisborne,0
544004,Tolaga Bay,Gisborne District,Gisborne,0
544200,Mangapapa,Gisborne District,Gisborne,0
544300,Te Hapara,Gisborne District,Gisborne,0
544400,Gisborne Airport,Gisborne District,Gisborne,0
544500,Whataupoko,Gisborne District,Gisborne,0
544600,Gisborne Central,Gisborne District,Gisborne,0
544701,Kaiti North,Gisborne District,Gisborne,0
544702,Outer Kaiti,Gisborne District,Gisborne,0
544801,Kaiti South,Gisborne District,Gisborne,0
544802,Tamarau,Gisborne District,Gisborne,0
544900,Riverdale,Gisborne District,Gisborne,0
545201,Tuai,Wairoa District,Hawke's Bay,0
545202,Frasertown,Wairoa District,Hawke's Bay,0
545204,Ruakituri-Morere,Wairoa District,Hawke's Bay,0
545205,Maungataniwha,Wairoa District,Hawke's Bay,0
545206,Inland Water-Lake Waikaremoana,Wairoa District,Hawke's Bay,0
545301,Raupunga,Wairoa District,Hawke's Bay,0
545302,Whakaki,Wairoa District,Hawke's Bay,0
545303,Nuhaka,Wairoa District,Hawke's Bay,0
545304,Mahia,Wairoa District,Hawke's Bay,0
545500,Wairoa,Wairoa District,Hawke's Bay,0
545611,Bay View,Napier City,Hawke's Bay,0
545621,Poraiti,Napier City,Hawke's Bay,0
545631,Meeanee,Napier City,Hawke's Bay,0
545632,Awatoto,Napier City,Hawke's Bay,0
545710,Twyford,Hastings District,Hawke's Bay,0
545721,Karamu,Hastings District,Hawke's Bay,0
545722,Whakatu,Hastings District,Hawke's Bay,0
545730,Clive,Hastings District,Hawke's Bay,0
545740,Haumoana,Hastings District,Hawke's Bay,0
545750,Brookvale,Hastings District,Hawke's Bay,0
545761,Irongate,Hastings District,Hawke's Bay,0
545762,Longlands South,Hastings District,Hawke's Bay,0
545811,Tangoio,Hastings District,Hawke's Bay,0
545812,Eskdale,Hastings District,Hawke's Bay,0
545821,Sherenden-Puketapu,Hastings District,Hawke's Bay,0
545822,Omahu,Hastings District,Hawke's Bay,0
545831,Waiohiki,Hastings District,Hawke's Bay,0
545832,Pakowhai,Hastings District,Hawke's Bay,0
545841,Maraekakaho,Hastings District,Hawke's Bay,0
545842,Bridge Pa,Hastings District,Hawke's Bay,0
545851,Poukawa,Hastings District,Hawke's Bay,0
545852,Pakipaki,Hastings District,Hawke's Bay,0
545860,Waimarama,Hastings District,Hawke's Bay,0
545911,Tutira,Hastings District,Hawke's Bay,0
545912,Puketitiri,Hastings District,Hawke's Bay,0
545913,Whanawhana,Hastings District,Hawke's Bay,0
546100,Westshore,Napier City,Hawke's Bay,0
546200,Ahuriri,Napier City,Hawke's Bay,0
546300,Onekawa Central,Napier City,Hawke's Bay,0
546400,Onekawa West,Napier City,Hawke's Bay,0
546500,Onekawa South,Napier City,Hawke's Bay,0
546600,Marewa,Napier City,Hawke's Bay,0
546700,Maraenui,Napier City,Hawke's Bay,0
546801,Hospital Hill,Napier City,Hawke's Bay,0
546802,Bluff Hill,Napier City,Hawke's Bay,0
546901,Nelson Park,Napier City,Hawke's Bay,0
546902,Mclean Park,Napier City,Hawke's Bay,0
547001,Tamatea North,Napier City,Hawke's Bay,0
547002,Tamatea South,Napier City,Hawke's Bay,0
547100,Greenmeadows,Napier City,Hawke's Bay,0
547200,Taradale North,Napier City,Hawke's Bay,0
547300,Taradale South,Napier City,Hawke's Bay,0
547400,Pirimai,Napier City,Hawke's Bay,0
547600,Mahora,Hastings District,Hawke's Bay,0
547700,St Leonards,Hastings District,Hawke's Bay,0
547800,Frimley,Hastings District,Hawke's Bay,0
547900,Raureka,Hastings District,Hawke's Bay,0
548000,Mayfair,Hastings District,Hawke's Bay,0
548100,Parkvale,Hastings District,Hawke's Bay,0
548200,Hastings Central,Hastings District,Hawke's Bay,0
548300,Akina,Hastings District,Hawke's Bay,0
548400,Woolwich,Hastings District,Hawke's Bay,0
548500,Camberley,Hastings District,Hawke's Bay,0
548611,Kingsley-Chatham,Hastings District,Hawke's Bay,0
548612,Lochain,Hastings District,Hawke's Bay,0
548620,Flaxmere East,Hastings District,Hawke's Bay,0
548810,Anderson Park,Hastings District,Hawke's Bay,0
548820,Iona,Hastings District,Hawke's Bay,0
548830,Te Mata,Hastings District,Hawke's Bay,0
549000,Takapau,Central Hawke'S Bay District,Hawke's Bay,0
549100,Waipawa,Central Hawke'S Bay District,Hawke's Bay,0
549200,Tikokino,Central Hawke'S Bay District,Hawke's Bay,0
549400,Otane,Central Hawke'S Bay District,Hawke's Bay,0
549500,Waipukurau,Central Hawke'S Bay District,Hawke's Bay,0
549601,Porangahau,Central Hawke'S Bay District,Hawke's Bay,0
549602,Elsthorpe-Flemington,Central Hawke'S Bay District,Hawke's Bay,0
549800,Norsewood-Herbertville,Tararua District,Manawatu-Wanganui,0
549901,Owahanga,Tararua District,Manawatu-Wanganui,0
549902,Mara,Tararua District,Manawatu-Wanganui,0
550101,Dannevirke West,Tararua District,Manawatu-Wanganui,0
550102,Dannevirke East,Tararua District,Manawatu-Wanganui,0
550200,Papatawa,Tararua District,Manawatu-Wanganui,0
550500,Woodville,Tararua District,Manawatu-Wanganui,0
550600,Urenui,New Plymouth District,Taranaki,0
550700,Okoki-Okau,New Plymouth District,Taranaki,0
550800,Oakura,New Plymouth District,Taranaki,0
550901,Bell Block,New Plymouth District,Taranaki,0
550902,Paraite,New Plymouth District,Taranaki,0
551012,Glen Avon,New Plymouth District,Taranaki,0
551013,Bowden,New Plymouth District,Taranaki,0
551014,Mangaoraka,New Plymouth District,Taranaki,0
551021,Carrington,New Plymouth District,Taranaki,0
551022,Highlands Park,New Plymouth District,Taranaki,0
551023,Fernleigh,New Plymouth District,Taranaki,0
551024,Barrett,New Plymouth District,Taranaki,0
551030,Omata,New Plymouth District,Taranaki,0
551111,Lepperton,New Plymouth District,Taranaki,0
551112,Kaitake,New Plymouth District,Taranaki,0
551120,Okato,New Plymouth District,Taranaki,0
551301,Waitara West,New Plymouth District,Taranaki,0
551302,Waitara East,New Plymouth District,Taranaki,0
551400,Moturoa,New Plymouth District,Taranaki,0
551501,Lynmouth,New Plymouth District,Taranaki,0
551502,Spotswood,New Plymouth District,Taranaki,0
551503,Marfell,New Plymouth District,Taranaki,0
551600,Upper Westown,New Plymouth District,Taranaki,0
551700,Westown,New Plymouth District,Taranaki,0
551800,New Plymouth Central,New Plymouth District,Taranaki,0
551900,Kawaroa,New Plymouth District,Taranaki,0
552001,Mount Bryan,New Plymouth District,Taranaki,0
552002,Marsland Hill,New Plymouth District,Taranaki,0
552100,Fitzroy,New Plymouth District,Taranaki,0
552200,Welbourn,New Plymouth District,Taranaki,0
552300,Merrilands,New Plymouth District,Taranaki,0
552400,Frankleigh,New Plymouth District,Taranaki,0
552500,Struan Park,New Plymouth District,Taranaki,0
552701,Egmont Village,New Plymouth District,Taranaki,0
552702,Kaimata,New Plymouth District,Taranaki,0
552800,Inglewood,New Plymouth District,Taranaki,0
552900,Midhirst,Stratford District,Taranaki,0
553001,Whangamomona,Stratford District,Taranaki,0
553002,Douglas,Stratford District,Taranaki,0
553003,Toko,Stratford District,Taranaki,0
553004,Pembroke,Stratford District,Taranaki,0
553101,Stratford West,Stratford District,Taranaki,0
553102,Stratford East,Stratford District,Taranaki,0
553200,Opunake,South Taranaki District,Taranaki,0
553301,Rahotu,South Taranaki District,Taranaki,0
553302,Kahui,South Taranaki District,Taranaki,0
553400,Kaponga,South Taranaki District,Taranaki,0
553500,Mangatoki-Moeroa,South Taranaki District,Taranaki,0
553601,Eltham,South Taranaki District,Taranaki,0
553700,Kapuni,South Taranaki District,Taranaki,0
553800,Manaia,South Taranaki District,Taranaki,0
553900,Normanby,South Taranaki District,Taranaki,0
554010,Hawera North,South Taranaki District,Taranaki,0
554020,Hawera South,South Taranaki District,Taranaki,0
554111,Ohawe Beach,South Taranaki District,Taranaki,0
554113,Tawhiti,South Taranaki District,Taranaki,0
554114,Waingongoro,South Taranaki District,Taranaki,0
554115,Hawera West,South Taranaki District,Taranaki,0
554120,Ohangai,South Taranaki District,Taranaki,0
554130,Okaiawa,South Taranaki District,Taranaki,0
554300,Waitotara,South Taranaki District,Taranaki,0
554400,Whenuakura,South Taranaki District,Taranaki,0
554500,Makakaho,South Taranaki District,Taranaki,0
554700,Patea,South Taranaki District,Taranaki,0
554800,Waverley,South Taranaki District,Taranaki,0
554900,Tangiwai,Ruapehu District,Manawatu-Wanganui,0
555000,Ohakune,Ruapehu District,Manawatu-Wanganui,0
555100,Raetihi,Ruapehu District,Manawatu-Wanganui,0
555200,Otamatea,Wanganui District,Manawatu-Wanganui,0
555300,Blueskin,Wanganui District,Manawatu-Wanganui,0
555400,Maxwell,Wanganui District,Manawatu-Wanganui,0
555700,Castlecliff North,Wanganui District,Manawatu-Wanganui,0
555800,Castlecliff South,Wanganui District,Manawatu-Wanganui,0
555900,Mosston,Wanganui District,Manawatu-Wanganui,0
556000,Balgownie,Wanganui District,Manawatu-Wanganui,0
556100,Tawhero,Wanganui District,Manawatu-Wanganui,0
556200,Gonville South,Wanganui District,Manawatu-Wanganui,0
556300,Gonville East,Wanganui District,Manawatu-Wanganui,0
556400,Gonville West,Wanganui District,Manawatu-Wanganui,0
556500,Springvale West,Wanganui District,Manawatu-Wanganui,0
556600,Springvale East,Wanganui District,Manawatu-Wanganui,0
556700,Wanganui Collegiate,Wanganui District,Manawatu-Wanganui,0
556800,Laird Park,Wanganui District,Manawatu-Wanganui,0
556900,Wanganui Central,Wanganui District,Manawatu-Wanganui,0
557000,Spriggens Park,Wanganui District,Manawatu-Wanganui,0
557100,Cooks Gardens,Wanganui District,Manawatu-Wanganui,0
557200,St Johns Hill,Wanganui District,Manawatu-Wanganui,0
557300,Lower Aramoho,Wanganui District,Manawatu-Wanganui,0
557400,Upper Aramoho,Wanganui District,Manawatu-Wanganui,0
557500,Williams Domain,Wanganui District,Manawatu-Wanganui,0
557600,Wembley Park,Wanganui District,Manawatu-Wanganui,0
557700,Kowhai Park,Wanganui District,Manawatu-Wanganui,0
557800,Bastia Hill,Wanganui District,Manawatu-Wanganui,0
557900,Durie Hill,Wanganui District,Manawatu-Wanganui,0
558100,Putiki,Wanganui District,Manawatu-Wanganui,0
558200,Marybank-Gordon Park,Wanganui District,Manawatu-Wanganui,0
558300,Fordell-Kakatahi,Wanganui District,Manawatu-Wanganui,0
558500,Waiouru,Ruapehu District,Manawatu-Wanganui,0
558600,Mangaweka,Rangitikei District,Manawatu-Wanganui,0
558700,Hunterville,Rangitikei District,Manawatu-Wanganui,0
558800,Ratana Community,Rangitikei District,Manawatu-Wanganui,0
558900,Bulls,Rangitikei District,Manawatu-Wanganui,0
559000,Ngamatea,Rangitikei District,Manawatu-Wanganui,0
559210,Moawhango,Rangitikei District,Manawatu-Wanganui,0
559220,Pohonui-Porewa,Rangitikei District,Manawatu-Wanganui,0
559230,Lake Alice,Rangitikei District,Manawatu-Wanganui,0
559240,Koitiata,Rangitikei District,Manawatu-Wanganui,0
559400,Taihape,Rangitikei District,Manawatu-Wanganui,0
559500,Marton,Rangitikei District,Manawatu-Wanganui,0
559700,Kiwitea,Manawatu District,Manawatu-Wanganui,0
560000,Pohangina,Manawatu District,Manawatu-Wanganui,0
560200,Ashhurst,Palmerston North City,Manawatu-Wanganui,0
560301,Stoney Creek,Manawatu District,Manawatu-Wanganui,0
560302,Whakarongo,Palmerston North City,Manawatu-Wanganui,0
560411,Oroua Bridge,Manawatu District,Manawatu-Wanganui,0
560412,Maewa,Manawatu District,Manawatu-Wanganui,0
560421,Halcombe,Manawatu District,Manawatu-Wanganui,0
560422,Tokorangi-Hiwinui,Manawatu District,Manawatu-Wanganui,0
560710,Feilding North,Manawatu District,Manawatu-Wanganui,0
560720,Feilding West,Manawatu District,Manawatu-Wanganui,0
560730,Feilding Central,Manawatu District,Manawatu-Wanganui,0
560740,Feilding East,Manawatu District,Manawatu-Wanganui,0
560900,Sanson,Manawatu District,Manawatu-Wanganui,0
561000,Rongotea,Manawatu District,Manawatu-Wanganui,0
561100,Tangimoana,Manawatu District,Manawatu-Wanganui,0
561200,Himatangi Beach,Manawatu District,Manawatu-Wanganui,0
561300,Foxton Beach,Horowhenua District,Manawatu-Wanganui,0
561410,Rakiraki,Manawatu District,Manawatu-Wanganui,0
561421,Ohakea,Manawatu District,Manawatu-Wanganui,0
561422,Oroua Downs-Waitohi,Manawatu District,Manawatu-Wanganui,0
561500,Moutoa,Horowhenua District,Manawatu-Wanganui,0
561700,Foxton,Horowhenua District,Manawatu-Wanganui,0
561811,Kairanga,Manawatu District,Manawatu-Wanganui,0
561812,Longburn,Manawatu District,Manawatu-Wanganui,0
561813,Massey University,Palmerston North City,Manawatu-Wanganui,0
561820,Linton Military Camp,Palmerston North City,Manawatu-Wanganui,0
561901,Kauwhata,Manawatu District,Manawatu-Wanganui,0
561902,Turitea,Palmerston North City,Manawatu-Wanganui,0
562100,Milson,Palmerston North City,Manawatu-Wanganui,0
562200,Kelvin Grove,Palmerston North City,Manawatu-Wanganui,0
562310,Takaro,Palmerston North City,Manawatu-Wanganui,0
562320,Cloverlea,Palmerston North City,Manawatu-Wanganui,0
562401,Palmerston North Hospital,Palmerston North City,Manawatu-Wanganui,0
562402,Papaeoia,Palmerston North City,Manawatu-Wanganui,0
562500,Roslyn,Palmerston North City,Manawatu-Wanganui,0
562600,Terrace End,Palmerston North City,Manawatu-Wanganui,0
562710,Highbury,Palmerston North City,Manawatu-Wanganui,0
562720,Westbrook,Palmerston North City,Manawatu-Wanganui,0
562800,Palmerston North Central,Palmerston North City,Manawatu-Wanganui,0
562910,Awapuni North,Palmerston North City,Manawatu-Wanganui,0
562921,Awapuni West,Palmerston North City,Manawatu-Wanganui,0
562922,Awapuni South,Palmerston North City,Manawatu-Wanganui,0
563000,West End,Palmerston North City,Manawatu-Wanganui,0
563101,Hokowhitu West,Palmerston North City,Manawatu-Wanganui,0
563102,Hokowhitu Lagoon,Palmerston North City,Manawatu-Wanganui,0
563200,Hokowhitu East,Palmerston North City,Manawatu-Wanganui,0
563300,Aokautere,Palmerston North City,Manawatu-Wanganui,0
563500,Shannon,Horowhenua District,Manawatu-Wanganui,0
563600,Waitarere,Horowhenua District,Manawatu-Wanganui,0
563701,Waikanae Beach,Kapiti Coast District,Wellington,0
563703,Waikanae East,Kapiti Coast District,Wellington,0
563704,Peka Peka,Kapiti Coast District,Wellington,0
563705,Waikanae Park,Kapiti Coast District,Wellington,0
563706,Waikanae West,Kapiti Coast District,Wellington,0
563801,Tokomaru,Horowhenua District,Manawatu-Wanganui,0
563802,Opiki,Horowhenua District,Manawatu-Wanganui,0
563920,Kaitawa,Kapiti Coast District,Wellington,0
564011,Lake Horowhenua,Horowhenua District,Manawatu-Wanganui,0
564012,Waiopehu,Horowhenua District,Manawatu-Wanganui,0
564013,Kohitere,Horowhenua District,Manawatu-Wanganui,0
564021,Mangaore-Manakau,Horowhenua District,Manawatu-Wanganui,0
564022,Otaki Forks,Kapiti Coast District,Wellington,0
564023,Te Horo,Kapiti Coast District,Wellington,0
564210,Levin North,Horowhenua District,Manawatu-Wanganui,0
564220,Levin West,Horowhenua District,Manawatu-Wanganui,0
564231,Playford Park,Horowhenua District,Manawatu-Wanganui,0
